Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,OnlineSecurity_Yes,TechSupport_Yes,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2123,1,72,50336.5,-0.6817873997765883,10,1,1,-0.6990525517323531,-0.5857107032819852,-0.8522085595627125,0,1,0,0,1,0,0,1,0
1164,3,21,38211.37,0.47959680307296193,12,1,0,-0.9585756452581669,-0.0038881119294389916,-0.9528729024515141,0,0,0,0,1,0,0,0,1
23,3,55,52887.26,-0.6520704693976577,16,2,0,-1.1921811278961985,-1.517032853534441,-1.1438136302193977,0,0,1,1,0,0,0,1,0
895,4,41,12003.33,0.8555334857468215,11,1,2,-1.1573343176802533,1.9216367069380744,-1.0373304772544547,0,1,1,1,1,0,1,0,0
6699,4,32,24090.62,-0.5868142024971441,13,0,0,-0.6038404254573242,0.461841906716059,-0.6295261730645956,0,1,0,1,1,0,0,1,0
35743,0,22,15137.93,1.0600817360325239,6,0,0,-0.9729992408161331,1.6303258974820913,-0.9059206478209695,0,1,1,0,1,0,1,0,0
320,2,44,54458.38,0.19545504585166065,5,1,0,-0.9132841365325185,1.6895333249747972,-0.7695693630372736,0,0,1,0,0,1,0,1,0
7870,2,23,132116.33,0.840090225765986,11,1,0,-0.4639909371848937,0.2873682506601193,-0.4610389376855131,0,0,1,1,1,0,0,0,0
861,3,43,37358.13,-0.08461701059651934,11,1,0,-0.9492204971909545,0.5212132337151381,-0.9968953665672087,0,0,1,1,1,0,1,0,0
15364,1,86,26534.16,-0.7168280307738032,11,2,2,-1.0122593134363107,-1.5756974890841853,-1.2137782923297118,0,1,0,0,0,1,0,0,0
2589,2,84,76430.83,0.8178397640625723,14,0,1,-0.8682032012376165,-1.866209270980749,-1.141491117095143,0,0,0,1,0,1,0,1,0
4901,2,62,4662.37,-0.351050649784829,13,3,0,-1.179286103995116,0.28771763745951173,-1.0827246866446159,0,0,0,1,0,0,0,0,0
39649,5,68,43820.85,-0.6676454915016649,12,1,0,-1.028197013600445,0.35004344052773684,-0.987603634487446,0,0,0,0,0,1,1,0,0
456,1,59,38391.55,-1.94615346356681,8,0,0,-1.0982504698011073,-0.527764868835358,-1.219561571144557,0,0,0,0,1,0,0,1,0
94,0,31,44137.6,0.38232753300818,6,0,0,-1.2470210102072885,-0.06241474400166477,-1.3451806654628662,1,0,0,0,1,0,1,0,0
315,0,51,14364.65,-0.3240932814640538,11,2,0,-0.84890345578031,-0.2939743326467642,-0.9590338784769216,0,0,1,0,1,0,0,0,1
4969,1,58,62359.91,0.3071705331441532,11,1,1,-0.7767841860936733,-0.9935207835097114,-0.7101059477125631,1,0,0,0,0,0,0,0,1
46869,1,73,82634.86,-0.5424376245598191,11,0,1,-0.9440689105057617,-1.3430982633741453,-0.9463779442668685,0,0,0,0,0,0,0,1,0
58431,1,33,15690.25,0.48621178204175647,11,0,1,-1.0511123200381538,-0.7011778356590141,-1.113956572196924,0,1,1,1,0,1,0,0,1
26182,1,58,14568.7,0.07335295362755087,15,2,0,-0.7112042140138669,1.1067043748174135,-0.6971845015002373,0,1,0,1,0,1,1,0,0
694,0,49,29207.46,-0.5297240177404023,9,1,0,-1.0321779935297548,-1.109587460187905,-1.2427450832676,0,1,0,0,1,0,0,1,0
3093,1,26,55319.23,-0.5428890813865332,12,1,0,-1.1971666963493675,-0.1783876640142341,-1.0549910532099382,1,0,1,1,0,0,0,0,1
2765,1,25,81831.49,-0.14648617399405373,10,3,0,-1.217064843981979,0.5205277108721246,-1.2299127028999968,0,0,0,1,1,0,0,1,0
3757,0,42,100076.65,0.2660235696596731,14,3,0,-1.004687944054223,-0.4696984734702173,-0.9042238189449593,0,0,1,0,0,0,0,0,1
4938,1,81,69965.65,-1.3172190269579558,15,0,0,-0.8424395136518485,-1.8658884350189253,-1.0508905657906205,0,0,0,0,0,1,0,0,1
3761,1,43,34883.69,1.1925275146523122,13,0,0,-0.9413617104198202,-1.0511200024046383,-1.0565378508930574,0,0,0,0,0,1,0,1,0
1851,2,63,45634.2,-0.17857912754908098,14,1,0,-1.0063503593212735,0.2873377436477077,-0.8336592668715122,0,1,0,0,0,0,0,0,0
38476,3,70,10964.73,-1.279243299711676,11,0,1,-1.136647339560296,2.1546369950662405,-1.0914020361249135,0,0,0,1,1,0,0,0,0
13547,1,78,22365.28,0.2695306948551267,19,1,0,-0.897668116819726,0.8147127699409505,-0.9469736323443295,0,0,0,0,1,0,0,0,0
7801,0,48,52636.6,-0.7049648070940966,17,0,1,-0.8427690800818175,-0.4695393013863775,-0.7247032039911849,0,0,1,0,0,0,0,1,0
17823,1,63,19048.13,0.4276358202079364,18,2,1,-1.222397924809372,0.640588500684404,-1.0397744216209008,0,0,0,0,0,0,1,0,0
20269,4,60,42784.82,-1.3012458037069454,12,0,0,-0.40106534597502425,0.9322307187614737,-0.32745582419199754,1,0,1,1,0,1,0,1,0
30225,0,87,77996.88,-0.6830170618681974,17,0,0,-1.1646362483309787,1.9211261918800002,-0.9721163526597876,1,0,0,1,0,0,0,0,0
5760,3,54,47507.3,-1.8931361047193012,9,0,0,-1.0039495234861058,-0.877342348699792,-1.175947892399839,0,1,0,0,1,0,0,0,0
61,3,35,7724.73,-1.25794852512954,9,0,1,-0.9581887685311218,1.9215319817206598,-0.8303303660906955,0,0,0,1,1,0,0,1,0
34359,1,70,1509.52,0.9816236347311416,16,0,0,-1.215788277635197,0.9860394995838015,-1.2555429575499903,0,0,0,0,1,0,0,0,0
24693,2,67,81124.71,0.8169591611926943,13,0,0,-1.1002128472441375,2.271389194587447,-0.7982108653567063,1,0,1,1,0,0,0,1,0
4235,4,46,11795.57,-0.8045325536107332,11,0,0,-1.2644336683865323,0.6413542499837201,-1.200929620485428,0,1,0,1,0,1,0,1,0
2193,1,50,74794.84,-0.8599363577952543,10,2,1,-0.5440781385004404,-0.528329830759858,-0.4422100028420828,0,1,0,0,0,0,0,0,0
273,1,24,19038.78,1.022371417523267,18,1,0,-0.3735551939271544,1.5716945401924507,-0.33490867904885585,0,0,0,0,1,0,0,0,1
14557,0,20,79167.77,1.6451568218684451,17,0,0,-0.9397433004255127,-1.0509561028982644,-1.0355147188917275,0,0,1,0,1,0,1,0,0
17653,1,29,37428.26,1.2742579829406258,13,2,1,-0.9340552416411959,0.3489568552665972,-0.7418386314156246,1,0,0,0,0,0,0,1,0
285,0,31,45148.38,1.9025787560612475,6,1,0,-1.0095383021188133,-0.06129488048042159,-1.1207297184238962,0,0,0,1,1,0,1,0,0
320,5,72,74855.47,-0.5001689119498968,13,3,0,-0.5700715863023738,0.461841906716059,-0.6796289875594311,0,1,0,1,1,0,0,0,1
2863,4,71,45323.86,-0.5836430687499675,10,1,0,-0.7631313820818934,-1.2254012081166343,-0.6893704782348775,0,0,1,1,0,0,1,0,0
1206,2,32,71596.14,-0.470179435762343,11,0,0,-1.2203746498243107,0.5212132337151381,-1.2633242702298089,1,0,1,1,1,0,0,0,0
35279,0,33,10389.95,-1.331347571411585,15,1,0,-1.216563604813229,-0.7607651569635242,-1.294961877523146,1,0,1,0,1,0,1,0,0
1049,3,67,19657.14,1.5465172031410475,12,3,0,-1.1298654689649816,-1.3423325140748292,-1.2806620831646804,0,0,0,1,0,1,0,0,0
32203,0,66,27827.03,-0.9166532063992526,13,1,1,-1.1649919769570969,0.8153935653614302,-1.196710931984345,0,0,0,0,0,1,0,1,0
25576,4,21,15609.05,-0.36559031765526623,12,4,0,-1.1632955113217682,0.3489568552665972,-0.9148601251516167,0,0,0,0,0,0,0,1,0
319,0,61,19815.63,0.534731210443538,13,0,2,-1.1487493215265967,-0.877342348699792,-1.3722811944099786,1,0,0,0,1,0,0,0,0
55519,0,75,58482.9,-0.573836176231104,13,0,0,-1.2229629659810055,0.4621627426778819,-1.3649151375813087,0,0,0,0,1,0,0,0,1
15210,0,63,41656.53,1.7456378581624745,9,1,0,-0.7817677075182011,1.1644652575903236,-0.5739715644146094,0,0,0,0,0,0,0,0,1
3499,0,68,115510.46,-1.6525760635309896,3,1,0,-1.1819512034484458,-0.23650850624580042,-1.3492481091899242,0,1,1,1,1,0,0,1,0
14479,2,32,15841.19,-1.0279778897083152,7,1,1,-0.5587841492805086,-0.2944848477048392,-0.41687806884937645,0,1,0,0,0,0,0,1,0
4654,0,76,81127.41,-0.056398822913133896,7,1,0,-0.6104796192871619,0.28771763745951173,-0.5302864785083787,0,1,0,1,0,0,0,0,1
26320,0,29,24270.88,0.3554706038737585,13,0,0,-1.1290322320588329,1.6888525295543177,-1.0220769691636888,0,0,1,0,1,0,1,0,0
35,0,83,54466.33,-0.39241261692120505,17,0,1,-1.0487164707506864,-1.109587460187905,-1.3101560981552667,0,0,0,0,1,0,0,1,0
521,10,23,64816.84,-1.5896591407897014,14,1,1,-0.8149942242027054,0.3460540548161849,-0.6569729635856485,0,0,1,1,1,0,0,0,1
17600,5,80,103311.26,-0.20393589524336952,15,1,0,-0.5375799172366114,-0.23576853653636196,-0.6113689289965863,0,0,1,1,1,0,0,0,1
3324,0,20,40211.04,1.5032873633207602,11,1,1,-1.0410575545217873,0.22921690141614137,-1.0639684289234828,1,0,0,0,1,0,0,1,0
55122,0,69,58077.38,0.2289311980913388,12,1,1,-0.7587740335084161,1.1652310068896399,-0.7258906646891963,0,0,0,1,0,1,1,0,0
4038,1,32,43466.35,1.2743317999997374,10,1,0,-0.8846417458536696,0.22921690141614137,-0.912801287206242,1,0,0,0,1,0,0,0,0
31927,0,53,23289.77,0.806421182060603,19,1,0,-1.2095985706319008,1.1070252107792369,-1.1824675306392913,0,0,0,0,0,1,0,0,1
19904,2,25,49158.49,0.08265553957164722,9,1,0,-0.6542771991965506,-0.06257391608550461,-0.6890991882336619,0,1,0,0,1,0,0,1,0
13000,0,69,3805.84,1.632853386139413,16,0,2,-0.4437698223475185,0.7530936583220611,-0.502273320073992,0,0,0,0,1,0,0,0,1
1444,3,71,52616.27,-1.1038434271523951,10,2,1,-1.1611375737940632,0.7530936583220611,-1.1742699134102108,0,0,0,0,1,0,0,1,0
2158,3,53,30550.42,-0.6309380920095315,18,1,0,-0.8983993043163132,1.6884467397136576,-0.6039658099611375,0,0,1,0,0,0,1,0,0
1800,2,56,12154.01,1.5481824201571028,11,0,2,-0.8108194044612612,-0.003528152470782968,-0.8949115430723451,0,0,0,1,0,1,0,0,0
30,0,42,30649.31,0.8899282767871864,9,2,2,-0.7473600310659727,-0.003914007958294369,-0.6539530905618554,0,0,0,1,0,0,0,0,0
3682,3,33,31417.33,0.6809106853385671,14,0,0,-0.9474829019634818,0.5205277108721246,-0.9464535451682918,0,0,0,1,1,0,0,1,0
41733,1,47,55861.19,1.9082090416051019,16,1,0,-1.1091834828764788,-0.8193965142531648,-1.229828719323836,0,0,0,0,1,0,0,0,0
630,1,48,9044.26,0.4376422136873633,18,3,1,-1.0569892502400215,0.4621627426778819,-1.1457561483419851,0,1,0,0,1,0,1,0,0
15383,0,63,25381.66,0.08892178695394785,10,1,0,-1.1856865563921202,-0.2951398635354411,-1.3798647319886914,0,0,0,1,1,0,0,0,1
257,1,40,65064.31,-0.8184717994970776,9,0,0,-0.6295411780784449,-1.4012191056057117,-0.8172539788050209,0,0,0,0,1,0,0,0,0
1012,0,67,12527.51,0.13606961327830755,14,2,0,-0.8094886028797343,0.05442240939837878,-0.8973755671978294,0,0,1,1,1,0,0,0,1
20327,0,56,35499.06,-0.9596264046654381,13,3,0,-0.4228167628773137,-0.23688840005760448,-0.5210033818507652,0,0,1,0,1,0,1,0,0
69,6,24,26282.4,-0.06529776291663285,10,1,0,-1.0670431839276342,-0.8183616046107582,-0.9331233574714222,1,0,0,0,0,0,0,0,1
1130,2,79,51237.28,0.20509024372856288,12,3,0,-0.8298699484707969,2.387202942516177,-0.7737942238745157,0,1,0,0,1,0,0,1,0
4210,3,61,64222.21,-1.416984559978764,16,1,1,-1.036470794536718,-1.0522065876657776,-0.9617509749289882,0,0,0,0,0,0,0,1,0
155,0,38,11014.98,-0.3155274725691987,11,2,0,-0.9523314576883171,0.873599361471833,-0.9102528739097557,0,1,0,1,0,1,0,1,0
37711,4,28,21172.49,2.198545557880049,13,1,0,-0.4594265568537385,-0.5861164931226452,-0.3608104882084915,0,1,0,0,0,0,1,0,0
1800,3,44,26130.78,-1.8355239829156138,8,2,0,-1.124232866590698,1.630901967685156,-0.9775159192143237,1,0,0,0,0,1,1,0,0
8028,1,65,36478.21,-0.9243176211961086,14,2,0,-0.9257887162031159,-1.3423325140748292,-1.1034980159272392,0,0,0,1,0,1,0,0,1
31859,3,35,54533.63,-0.35571259980705533,15,2,1,-0.9972730542733514,0.35004344052773684,-0.9356058171020084,0,0,0,0,0,1,0,0,0
16101,2,31,37103.18,0.865963116745943,9,3,1,-1.0034663534002526,-0.5270840734148785,-1.036558962005771,0,1,0,0,0,1,1,0,0
20449,2,34,74679.84,0.5532885139834327,11,0,1,-1.0322753193848941,-1.109993250028565,-0.9713158288909872,0,1,0,0,0,0,0,0,0
161,2,68,95028.57,-1.3191392769231056,13,0,0,-1.1307317727943114,1.1070252107792369,-1.077069237475876,0,0,0,0,0,1,0,1,0
29210,0,62,34281.1,0.5897327592050141,9,0,0,-0.9255489543760288,-0.0031740382488559113,-0.8517291142436461,0,1,0,1,0,0,0,0,0
821,0,52,36240.81,-0.27827427746410316,14,0,1,-1.148000970749817,-1.2254012081166343,-1.0988071053837345,0,1,1,1,0,0,0,1,0
5846,5,32,9515.64,-0.5538394870835884,11,4,0,-1.13296269254511,1.1070252107792369,-0.9830033199561804,0,0,0,0,0,1,0,0,1
4476,0,47,125814.88,0.24985869894875265,10,0,1,-1.0756159430275047,-0.7605749422479708,-1.020512234331309,0,0,0,0,0,0,0,0,1
5529,8,66,12995.68,0.45747567831988967,12,1,1,-1.202490336156774,-0.2951398635354411,-1.2883234205427192,0,0,0,1,1,0,0,0,1
25328,1,70,77531.43,-2.5845425145826013,14,1,0,-0.9814515401827703,0.28701690768588417,-0.8920828904203483,0,0,0,1,0,0,0,0,0
3736,3,41,87354.99,-1.5832441725482969,10,0,0,-0.9372675891106367,1.8633261856102574,-0.8306538562349037,0,0,0,0,1,0,0,0,1
610,2,59,76567.85,-1.5940120343405395,8,1,0,-0.9471112202271321,-1.4012191056057117,-1.1465395399732419,0,0,0,0,1,0,0,0,0
34,1,46,30663.52,-0.9557768912377264,12,0,0,-0.9862512380420356,0.1712710669695142,-1.065024927747148,0,1,0,0,1,0,0,1,0
3199,3,70,122957.19,-2.64846805517793,17,0,0,-1.0649900151841916,0.6944078541659948,-1.1168179863225882,1,0,0,0,1,0,0,0,0
1135,1,89,31600.92,-1.6880109748055137,12,2,0,-1.0315051142600151,0.5786485531036909,-0.9097195356852947,1,0,0,1,0,0,0,0,0
1750,4,75,74638.78,-1.1607263885020154,10,3,1,-0.7520712069535079,1.921957542899898,-0.6710779339882312,1,0,1,0,1,0,0,0,1
1076,0,26,32652.3,-0.870756150276704,9,0,1,-0.8626443065681714,0.054771796197771255,-0.7264052365442093,0,0,0,1,0,0,0,1,0
1692,4,25,63650.54,0.4690411585209335,8,1,1,-1.149449792247874,-0.06129488048042159,-1.231752236680408,0,1,0,1,1,0,0,1,0
43123,1,84,28622.6,0.43604314202531913,14,1,0,-1.1965459917465324,0.46146201290425426,-1.3175559387506373,0,0,0,0,1,0,0,0,0
2396,3,69,50252.79,0.43874037643606323,15,0,2,-1.1808283917687878,0.2290577293323015,-1.2241312187610942,0,0,0,0,1,0,0,0,0
12914,3,31,19800.81,0.10540242746628344,11,2,1,-1.1106657998625467,-0.7605749422479708,-0.9513373660544703,1,0,0,0,0,0,1,0,0
15171,10,76,35954.77,1.2479394005060267,14,1,0,-1.1833044017024337,-0.8188748909165251,-1.1774386763965954,0,0,0,0,0,1,0,1,0
5157,8,75,36342.31,1.8170588014892124,15,2,0,-1.2023822306027485,1.0444044677780444,-1.1487470452914184,0,0,0,1,1,0,0,0,0
828,1,74,48715.53,0.6601786331818921,17,1,0,-1.1854774133135129,0.873599361471833,-1.220748128898666,0,1,0,1,0,1,0,0,1
98,1,49,23204.98,0.060022981253291516,10,2,0,-0.7059425826814141,-1.5756642108240817,-0.7153037922701053,0,1,0,1,0,0,0,1,0
15671,1,47,35302.52,1.3485154745414774,16,1,1,-0.8618549920355326,2.0955712970983704,-0.7890141883612486,0,0,0,0,1,0,0,0,0
2229,4,20,54895.16,1.5545014756189746,17,2,0,-1.0407767012997393,-0.4689327241709012,-1.0378928056939511,0,0,1,1,0,1,1,0,0
4982,2,26,60398.06,0.30355073839095553,10,2,0,-1.09539149982662,0.054717349331346275,-0.9500803135556313,1,0,1,1,0,0,1,0,0
18575,2,72,8115.88,-0.3721173442046741,8,0,1,-0.756225237972622,1.1060235793969337,-0.8031995706982727,1,0,0,1,1,0,1,0,0
15715,1,41,33858.66,0.16802839432292302,13,0,0,-1.0823902368144607,-0.23688840005760448,-1.1168337947739335,0,0,1,0,1,0,0,0,1
6252,3,26,29950.47,0.7865438546305811,12,2,1,-1.1824382552379342,0.28728329678128206,-0.9812639770709991,0,0,1,0,0,0,0,0,1
3834,4,55,49421.69,0.09810932420442134,12,3,0,-0.5904839109434638,1.0446708568734422,-0.5363783070888095,1,0,1,0,1,0,0,1,0
19556,1,46,11061.05,-0.5004242133918687,11,2,1,-0.7665913018325191,1.1060235793969337,-0.7885550520723651,0,1,0,1,1,0,0,0,1
47732,0,87,15388.32,-0.7309230435250579,13,1,2,-1.0038030923157246,0.3497226045659133,-1.0993510384977825,1,0,0,1,0,1,0,0,0
86926,1,39,20624.31,-1.0135716695183332,9,2,1,-1.0799675240154356,0.05442240939837878,-1.1094525118700829,0,1,1,1,1,0,0,1,0
69,0,81,47877.81,0.4713389736536627,12,0,0,-0.5511516891391542,1.8633261856102574,-0.5501050720860076,0,1,0,0,1,0,0,1,0
15033,0,83,46154.17,0.14807330140913136,13,1,0,-0.7438382122129213,-0.9920695113673818,-0.8908116464495294,1,0,1,1,0,1,1,0,0
2673,0,50,107111.8,1.8093633184709323,12,2,0,-1.2074138772633114,-0.23618767028397689,-1.3105002433872215,0,0,1,0,1,0,1,0,0
1879,3,87,10403.59,0.22796601156438906,13,2,1,-0.8548301008261315,0.22921690141614137,-0.9591224238166546,0,0,0,0,1,0,0,0,0
358,3,76,22412.6,0.2091977882198205,13,0,0,-1.0798579610686911,-0.7612756720215985,-1.0053830337601746,0,1,0,0,0,0,0,0,1
32653,6,25,19476.27,0.3073305266716459,13,1,0,-0.8944431169304978,0.6413542499837201,-0.774405418644055,0,1,0,1,0,1,0,0,1
10398,3,34,96382.76,-0.47758194399083825,14,0,0,-0.7005169186518954,0.6999856072733608,-0.5819495289042138,0,1,1,1,0,1,0,0,1
2081,1,46,28022.56,-0.33768770890476746,11,0,1,-0.8280634266912342,-0.2951398635354411,-0.9856921158371535,0,1,0,1,1,0,0,1,0
3410,1,73,35478.4,-0.8062441090025353,7,2,0,-0.9844945322344146,-0.5280857047971815,-1.1647664016522437,0,0,0,1,1,0,0,0,1
377,8,57,10155.51,-0.2635057051347213,12,1,1,-1.001512893789258,-0.5278193157017836,-1.0431170988059766,0,0,1,0,1,0,0,1,0
1917,3,58,87537.25,-0.1378819171880802,14,0,1,-0.8491348883523515,-0.8186824405725818,-0.8096779220554479,0,1,0,1,0,0,0,1,0
2482,4,70,34112.1,1.1285541672032997,12,0,0,-0.9193738839281752,0.35004344052773684,-0.8752626696331578,1,0,0,0,0,1,0,0,0
902,0,53,32653.51,-1.8918207634928002,7,1,0,-0.7194171389711826,-0.1779076559685707,-0.5709384751220475,0,0,1,0,0,0,0,0,1
43714,0,31,35321.46,0.19859857994246174,11,0,3,-0.7808163317926081,-0.2948190275736175,-0.8557863691793478,0,0,0,0,1,0,1,0,0
3066,0,38,49277.48,0.9445161045724828,10,1,0,-0.568691251294603,-0.0037833867120241173,-0.648714464113469,1,0,1,0,1,0,0,1,0
13365,0,26,37297.82,-2.095033844739497,11,0,0,-0.9268856750081693,0.7527728223602376,-0.9752784232168881,0,1,0,1,1,0,0,1,0
207,2,44,14928.96,2.5424967816000525,14,2,0,-1.0281317206593954,-0.5857107032819852,-1.1223867822563338,1,0,0,0,1,0,0,1,0
689,3,66,24702.68,0.4150476274529502,11,3,2,-0.8274329545770451,-0.23645405937937478,-0.9313985547700213,0,0,0,1,1,0,0,1,0
99,1,58,87535.71,-0.4882349734967332,15,0,1,-0.9710314381629013,-1.2265210716378776,-0.8857161240936064,0,1,1,0,0,0,0,0,1
509,6,51,63166.87,-1.3131412838318708,11,2,0,-1.165756506736954,0.8147127699409505,-1.123362326765996,1,0,0,0,1,0,0,0,0
933,4,34,11856.81,1.312516621702373,14,1,0,-1.1931950686788673,0.5210493342087643,-1.1725421704551104,1,0,0,1,0,1,0,0,1
4991,0,87,27326.79,-0.7045048223421938,14,1,0,-1.0968949387203477,0.054743245360201656,-1.2147641404951162,0,1,1,0,1,0,1,0,0
1579,1,67,12779.23,0.8523426780916924,9,2,1,-0.7140309522976361,1.5716945401924507,-0.7370022476902591,0,0,0,0,1,0,0,0,1
19669,4,59,25519.91,0.9476533850306984,12,1,1,-0.4356197241925298,1.5716945401924507,-0.42456991622183393,0,0,0,0,1,0,1,0,0
530,7,23,46871.21,-0.3562972438862158,10,0,0,-0.6533967223591768,-0.7601558085003559,-0.45769025185746853,1,0,0,1,0,0,0,0,1
