Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,OnlineSecurity_Yes,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
811,0,73,44282.56,-0.40267249691140544,9,0,0,0.9303703727046272,1.1030353825995658,0.8905581588398764,False,False,True,True,False,False,False,False
13863,1,48,18925.23,1.6505058518829352,15,2,0,-0.6595239638828064,-1.2265210716378776,-0.5618571466817585,False,True,True,False,False,False,False,True
4642,0,67,91903.25,-0.04167827955732447,11,2,0,-1.1579350139556812,-1.5753429091063438,-1.167555914470723,False,False,False,False,False,False,False,False
7218,1,82,83813.21,1.1208357261958612,9,1,0,0.19293064017415576,0.5205284327937926,0.0825544029332766,True,False,False,True,False,False,True,False
921,2,35,115029.8,0.050436283472632265,8,0,1,0.05789527789596258,1.456285627304756,0.15441662236253917,False,False,True,True,False,False,True,False
3142,0,30,24813.82,0.29034256567639327,19,2,0,-1.1400866805218224,1.3972207909853283,-1.0735027454334412,False,False,True,True,False,False,True,False
50869,3,27,145569.5,0.9660776417812545,6,2,0,-1.220317178380505,0.05512416383501806,-1.2068862191787346,False,False,True,True,False,False,True,False
49790,2,39,31680.79,0.37606874562821146,11,1,2,1.0787448720475306,-0.7607660884753538,0.9784429798463194,False,True,True,True,False,True,False,False
38579,1,73,75866.75,0.03965445635440215,11,0,0,-1.0160057835377463,-1.866209270980749,-1.2856187653680375,False,False,False,False,True,True,False,False
69589,3,45,58187.04,0.7131331573034527,12,0,0,-0.9902473381182533,-1.343098379813124,-0.9219763898327652,False,True,False,False,False,False,False,True
10949,4,66,98836.2,-0.187669181051062,16,1,1,0.3533580526256275,1.106344578373327,0.3711005458055172,False,False,False,True,False,False,False,True
1903,4,87,58015.78,0.22397878817380842,12,1,0,-0.965359755494254,-0.7597297815652034,-0.8829349630600398,False,True,True,False,False,True,False,False
1179,1,24,25042.36,-1.952777308513151,13,1,0,1.4068140480787774,0.46258141066958264,1.3049947743078965,True,False,False,True,False,False,True,False
17881,3,59,84770.13,-0.10426803515940071,9,2,0,1.3677500537012992,-0.0037823154734204236,1.281993918295505,False,False,True,True,False,False,False,False
46064,1,60,37703.83,-1.6988084181952918,12,1,0,-0.655701547948519,0.28742269752654426,-0.7157573002040863,False,False,False,True,False,True,False,False
4059,1,49,25435.29,0.9999294521834112,11,4,0,-0.9920405091881391,0.2290577293323015,-1.0727750667360596,False,False,False,True,False,True,False,False
16455,2,62,12705.84,1.5617050622132134,18,2,0,1.2319662535491849,1.863326022595687,1.2529800292984368,False,False,False,True,False,True,False,False
512,4,48,25299.48,0.05362372404562732,13,1,0,-1.1813921237603364,-0.2939743326467642,-1.265494995605562,False,True,True,True,False,False,True,False
35349,2,71,26012.53,-1.0922609989685759,11,2,1,-0.14206281530813508,-1.2841197083379106,-0.29651788397065837,False,False,True,False,True,False,True,False
15822,5,28,1443.16,-0.2337974989260853,15,0,1,-1.2294428632619239,-0.7018785654326417,-1.206332308239393,False,False,True,False,True,False,False,False
170,2,38,29210.9,-1.557252017301327,9,1,0,-1.1227268172031513,0.22873700980945702,-1.1710867339823958,False,False,False,True,False,False,True,False
5287,4,74,57900.98,-0.14124930242633668,12,2,0,-1.1195013601201151,0.8121049094235058,-1.130432746828413,True,False,True,True,False,False,True,False
1078,3,46,60953.64,0.4067264216174428,12,2,0,-1.0087653777705097,-1.051820732178266,-1.0791101725940175,False,False,False,False,True,True,False,False
0,1,75,30009.55,-0.8901802889497404,14,0,0,0.6767811653516105,0.22921673840157164,0.5492763765815872,False,True,False,True,False,False,False,False
353,10,27,48848.88,0.5523062601808775,10,0,0,-0.44559049032145903,0.8733431957187622,-0.282552449084921,False,False,True,True,False,False,False,False
25619,0,33,49397.46,0.41896178650537536,14,3,0,-0.971392164266409,-0.004208947891261865,-1.0628353594867068,True,False,False,True,False,True,False,False
0,3,82,23942.2,-1.1801213444524155,17,0,0,1.2195922571889959,-1.633643905725706,0.9866497930906666,True,False,False,False,True,False,False,False
6915,3,39,26310.0,-1.5423212594807039,15,1,0,0.27964467493801737,2.387203617862253,0.421909687035539,False,False,False,True,False,False,True,False
47309,1,89,26652.94,-0.68882676114021,13,1,0,0.9526771494188624,-0.5857117279449975,0.7222940926064064,False,False,False,True,False,True,False,False
384,3,68,28371.99,-0.1255596210945941,10,1,0,1.134678406497829,-0.7607660884753538,1.0044764583716972,False,False,True,True,False,False,False,True
383,0,42,25678.29,-0.20839622626923496,11,0,0,0.2514835180882115,-0.8766624615033464,0.07746292371220735,True,False,False,False,True,True,False,False
12954,1,68,35741.44,-0.7980815196184144,11,0,0,1.0061656859637045,-0.527243059196353,0.9175657326616217,False,True,False,False,True,False,False,True
6402,1,77,15205.14,1.7224781935532154,12,2,0,-1.051921228439854,1.9222138716675392,-1.0030634646421608,False,True,False,False,True,False,False,False
15657,6,22,53008.8,-0.229572551808037,14,1,1,-1.2374788323562143,-1.8658884350189253,-1.3212598414560688,True,False,False,False,True,True,False,False
24628,1,73,28654.87,-1.5776058201208396,13,1,0,-0.7884076501641027,-0.527400181954168,-0.9825311261951095,False,False,True,True,False,False,False,True
4498,1,87,14634.81,0.9931352718613,17,2,0,0.7407765745661181,1.5716952854019142,0.6754100756582931,False,True,False,True,False,False,False,True
481,6,43,11661.07,-1.056356482899502,16,1,2,-1.1242013853422608,1.629815382424017,-0.7834595173605123,True,False,False,False,False,False,False,True
8810,0,70,9416.77,0.5648101649905954,15,3,0,1.0714034491023305,1.3975701079213336,1.2643649629952536,False,False,False,False,False,False,False,False
42582,4,44,36637.4,2.71451877988897,19,1,0,-1.2507340827340863,0.46146201290425426,-1.2690032155722164,False,False,False,True,False,True,False,False
228,4,42,45217.59,-1.3205434550161168,16,0,0,-0.5497553430824546,0.6402672921178489,-0.3145407577581656,False,False,False,False,False,False,False,False
1413,0,73,22773.12,-0.9467213940123134,11,1,1,0.907649856205617,0.5789994303220106,0.8346921290434738,False,True,True,True,False,False,False,True
15,1,84,60276.48,-0.894837413829017,3,2,0,1.2736310600837897,-0.7605099227222823,1.100639831151736,False,False,False,False,True,False,True,False
3064,8,33,32011.22,-2.47435446075138,14,1,1,0.7327124306623214,0.05510320481885834,0.8283371539349137,True,False,True,False,True,False,True,False
698,1,25,13265.39,-0.5457687830858496,14,2,0,0.9655280432823434,-0.8193954430145611,0.8602258587111267,False,False,False,True,False,False,True,False
18029,1,67,91825.37,0.9058532445762649,7,2,0,-1.1386436590201892,-0.8183614648839842,-1.1014142488406624,False,True,False,False,False,False,True,False
583,0,63,50927.0,-0.5853464477103849,17,2,1,0.8019854803672614,2.212757068800547,1.0312012017536605,False,False,False,False,False,False,False,True
3417,10,42,20896.26,-0.37554933978384886,14,1,0,-1.16310729073127,0.812105608057378,-1.0411274192886275,False,False,True,True,False,True,False,False
13020,3,42,140367.2,-0.48166484863205067,15,0,0,0.7505138307257134,-0.293720029917352,0.6554512665300448,False,False,False,False,True,False,False,True
1911,2,41,74249.58,-0.5334160945396189,10,1,0,-1.1835591971087533,0.2870170474126589,-1.0133372053049792,False,False,False,False,False,False,True,False
21738,10,59,12642.1,0.27972046325674343,13,2,2,0.9698087751140311,-0.7601885511411577,1.0222253046330654,False,False,False,False,True,True,False,False
0,0,42,94042.03,0.7061906506286667,9,2,0,1.2638223260271901,1.3976562727655486,1.2769820281954682,False,False,False,True,False,False,True,False
3299,0,42,33436.51,-1.7250106679421733,11,0,0,1.0738594145157927,-0.295140585457109,0.8919497802293507,False,False,False,True,False,False,True,False
624,1,40,69433.42,-1.8870852672565914,17,1,2,-0.8782738087520127,-0.29397386689085003,-0.9952183932129897,False,False,True,True,False,False,True,False
3757,0,55,34844.99,0.5501018630953695,8,2,0,-1.1757428054289112,-0.3529269217907562,-1.3604935266359937,False,False,False,True,False,True,False,False
2579,4,50,149952.7,-1.0853843553774425,7,1,0,1.2606296466276756,0.349721766205267,1.2576664385766636,False,False,False,False,True,True,False,False
1907,0,34,52634.87,-1.0618032271832774,10,1,0,-1.1885612405364399,0.2290577293323015,-1.2215481671709452,False,True,False,True,False,True,False,False
5951,4,80,76436.8,-1.4611258548191148,14,1,2,1.2357924010835244,0.8147138411795543,1.2075838260272846,True,False,False,True,False,False,True,False
174,4,83,13285.84,0.1423421680589765,11,0,0,1.3063720970008925,0.28769006470936315,1.2317323223212437,False,False,True,True,False,True,False,False
21939,3,44,57644.66,1.0684472583143174,16,3,1,-1.0604603487933677,-0.8183616046107582,-0.9612118285021999,False,False,False,False,False,False,True,False
240,1,47,95706.49,0.25526039254727323,14,1,0,0.6871651262936235,-0.7019434452315562,0.8134183153591923,False,False,True,False,False,False,False,True
210,0,18,22871.51,1.9352193141117842,11,0,0,0.6753103847090243,0.4621622303463757,0.6403733810512175,True,False,False,True,False,False,False,True
31178,3,62,32383.92,1.2575251473044067,6,2,0,-1.1910288642596365,-0.2365089021383282,-1.2693261169792442,True,False,True,True,False,True,False,False
397,2,81,49975.22,0.46419086326595516,10,1,0,1.391375578705763,1.455880419658989,1.5691793140438093,False,False,True,False,False,True,False,False
1319,0,75,79322.08,-0.6297054180259896,10,0,0,-1.1126696648544907,0.28804904608059817,-1.1774638599784288,False,False,True,False,True,False,False,False
232,1,82,36514.64,0.47764911071635063,17,2,0,1.1260148315530196,1.3975701079213336,1.2930612986436376,False,False,False,False,False,False,False,False
16943,0,60,47386.97,-1.1640245412222325,11,1,0,0.7474281790767393,-0.17822886453512635,0.8359274204615484,False,True,True,False,False,False,True,False
14279,8,23,130732.2,-1.6810305938333026,13,0,0,-1.0717865622339866,-0.5267190837923441,-1.0192792328789173,True,False,True,False,True,False,True,False
2231,3,69,87277.75,1.1262795116814142,10,1,0,-1.1430496095381097,0.05545717931401069,-1.0388581104326051,False,False,True,False,False,False,True,False
14269,0,37,20621.67,1.3268191599572405,12,1,0,1.2921404316984597,0.11704408391140037,1.3060323822875601,True,False,True,False,True,False,False,False
437,0,26,84681.03,2.0605473532902954,8,0,1,-1.1693334693882411,0.9319003580911953,-0.9437567623226781,False,True,False,False,False,False,False,True
943,1,83,15931.18,0.09679918985792658,12,0,0,1.2473619874599697,2.095570551888906,1.2482290822523558,False,False,False,True,False,False,True,False
5943,4,38,73242.41,0.4757358318209472,12,0,0,-0.9532358340493005,-0.7605099227222823,-0.974450869249643,False,False,False,False,True,False,False,False
273,2,18,12269.77,-1.1888051904102959,13,2,2,0.8192475815887071,1.9219577059144677,0.9442078327197212,False,False,True,True,False,False,True,False
6833,0,54,78242.35,-0.9090416615126178,11,2,0,0.3379267688613064,0.22958235679459124,0.21921544996538703,False,False,True,True,False,False,True,False
391,10,41,11359.36,1.8109464284162753,9,0,0,-1.2510764622389257,-1.5756642806874692,-1.1546580141303608,False,True,False,False,False,True,False,False
4787,0,18,32713.07,0.8560392470220433,13,0,0,-0.9484154094530346,1.863326022595687,-0.870994529634342,False,False,False,True,False,False,True,False
88344,2,26,68169.91,-1.3192624852463064,10,2,0,1.0108227167769743,1.6298146372145534,1.2810071439845074,False,False,False,False,False,False,True,False
2698,0,44,32495.96,0.9034203429148203,8,1,1,1.360282315319066,-0.6435795715637128,1.4520750292812972,False,False,True,False,False,False,False,True
1959,1,46,32703.9,-1.7622044921818623,11,0,0,0.8872419711361299,-0.004208482135347705,0.7745557946723807,False,False,False,True,False,False,False,True
702,1,47,33999.88,-0.20248803883670471,10,0,1,0.7374787583657191,-1.3425883770865557,0.5620385031450943,False,True,True,True,False,False,False,False
36817,9,69,61475.04,1.498919179117394,12,3,1,-1.0180386117895655,-1.2841202905328042,-1.025762620421612,True,False,True,False,True,False,False,False
3191,1,78,43174.81,-0.5865682751193646,11,1,0,1.2803779684570828,-0.5856069328641963,1.0867293444593358,False,True,True,True,False,True,False,False
13546,2,67,39176.98,-0.5579537895976793,15,1,0,-0.8538268552168994,1.688851528179101,-0.7780541943155039,True,False,True,True,False,False,False,False
3011,0,83,59357.03,0.4630113764107519,12,0,0,1.1244135753841558,-0.8175952964043446,0.9170314402847929,False,True,False,False,True,False,True,False
4979,0,29,32952.41,-0.08478297951867296,8,4,0,-1.0993626214411734,0.6992203470177552,-0.8249131035563462,False,True,True,False,False,True,False,False
3080,0,70,70716.07,-1.158552192664687,13,0,0,-0.7763762046287914,-0.2944838696174182,-0.7554645816346564,False,False,False,False,False,False,False,True
48854,0,58,25857.74,-1.0098185641874258,12,0,0,-0.6620440937563825,-0.5860307707465495,-0.8455841029949788,False,False,False,True,False,True,False,False
19358,3,32,26525.07,0.613138882801228,7,1,0,1.0205138337649586,1.2773491912255899,1.0488867380605096,False,False,False,True,False,False,False,True
390,0,55,25532.76,1.7326600886280465,12,0,3,1.1984143774195068,-0.992754452015502,1.0514397390680208,False,True,False,False,True,False,True,False
2377,4,25,27775.18,-1.693131380951237,12,1,0,-0.6469930447962582,0.4621627426778819,-0.6248219488235264,True,False,False,True,False,False,False,True
1131,2,33,25776.46,-0.07115167345561947,8,1,0,-0.9993865625395815,0.22865084496524204,-0.8211203094536179,False,False,False,False,False,True,False,False
540,1,27,30943.33,2.3312009424031994,17,1,0,0.8845719502215867,1.3392714400815449,0.9510170616943294,True,False,False,False,True,True,False,False
20676,0,82,100785.5,-0.560444153439249,11,0,0,-0.969044497813303,-0.2952244215217505,-0.9357440799580695,False,False,False,False,False,False,False,True
1122,3,52,60011.51,1.2071062846962344,9,1,0,1.2378524016389798,0.17053149315260288,1.1110023953915247,False,False,False,True,False,False,True,False
680,6,82,51960.51,-0.4123840445518149,9,0,0,-1.1269605980785402,1.3385895268468702,-1.0883965188612057,False,False,False,True,False,False,True,False
450,0,25,39681.63,-1.9936278780401107,16,0,3,-1.1452095656923917,0.5205284327937926,-1.1727571749852674,False,False,False,True,False,False,False,True
49787,1,70,55025.02,-0.0928874991693253,13,3,0,-0.9714312166503556,1.9800793865066804,-0.6910932623434275,False,False,True,False,False,False,False,False
13991,1,57,23188.83,0.017343444298726588,16,1,0,-1.2599576476701697,-0.2948192138759836,-1.3934264955313307,True,False,False,True,False,True,False,False
3881,1,43,52633.73,0.8330274920806432,14,0,0,-0.9464804006698533,-0.003528478499923079,-1.0061250965905177,False,True,False,False,True,False,False,True
308,0,85,66830.17,0.3827558648357735,13,3,1,0.6374728602785524,-1.4012200604053366,0.3573660427927853,True,False,False,True,False,False,False,True
11342,2,57,30535.24,0.049891904924077274,12,1,0,-0.7465275643057998,-1.109228362377691,-0.9097579946613096,False,False,False,False,True,False,True,False
9325,2,63,6587.88,-0.5744998731484909,15,2,0,0.8448533090731352,1.165656265327533,0.9236112873691624,True,False,True,False,True,False,True,False
8284,0,77,57201.64,-0.25425507844290396,11,3,0,1.3007922827554013,0.17053149315260288,1.0953851227740885,False,False,False,True,False,False,False,True
6257,0,41,10299.94,-1.3285341709870493,13,0,1,-1.2647250678508217,-0.5856059780645709,-1.4329322900936774,False,False,True,True,False,False,False,False
3006,3,49,45636.98,0.456260410336384,14,2,1,1.2139651692020994,-0.7596459455005619,1.0629296290676697,False,False,True,True,False,False,True,False
10446,1,27,21704.77,0.5703310909326953,12,0,1,-1.2620011592580802,1.6303258974820913,-1.1858758365750726,False,False,True,True,False,False,False,False
1211,3,70,45662.68,-0.7290543196616008,11,1,0,-0.49441291949468164,-0.23508834659857128,-0.5864708419075596,False,True,True,False,True,True,False,False
1083,0,18,25947.16,0.23994386523668637,14,1,0,-0.9603986221572755,-1.2851513576889144,-0.8851942054941748,False,False,False,False,False,False,False,False
1822,2,44,25015.89,-0.9183975797526651,9,1,1,0.36734578542241114,-1.633643905725706,0.18458713989376782,False,True,False,False,True,False,False,False
164,4,23,25447.24,0.011787177435668574,11,0,2,-1.2396730021811864,-0.8186824405725818,-1.13028902777674,False,False,False,False,False,False,False,False
7617,8,36,56815.09,1.0126253680441444,10,3,1,-0.682305241132549,0.17053149315260288,-0.6589512248508493,False,False,False,True,False,False,False,False
4420,2,79,22380.45,0.3178538445469016,14,2,1,-1.2321187464607724,0.8733431957187622,-1.2531070618820719,False,False,True,True,False,False,True,False
58705,1,37,24847.04,-0.4155147901151944,13,1,0,-0.6732343556317958,0.6988989754366297,-0.43731497512744605,False,True,True,False,False,False,True,False
370,3,84,16602.2,0.48257876090604557,10,1,0,0.8971010044535842,1.747513485632336,1.127664906461805,False,False,True,False,False,False,True,False
547,1,28,70500.42,1.1542646015108502,15,0,0,-0.5740979161965462,0.28728252828402345,-0.3716236796200764,False,False,True,False,False,False,False,False
177,2,29,75927.18,-0.1838679402231251,15,2,0,1.2461812784946433,1.630222173639893,1.3266729760707385,False,True,False,True,False,True,False,False
25134,1,77,49081.31,0.24991069718122366,16,2,0,0.5559559115497691,2.445513929599908,0.5865727273176379,False,False,True,True,False,False,False,True
0,3,66,10219.32,-0.7561223668620202,17,2,1,-1.1253013073410636,-1.3425883770865557,-1.3228684992854978,False,False,True,True,False,False,True,False
3209,0,42,10222.73,-0.7628753491532346,15,3,0,0.9583246596620455,-0.23593136480413204,0.8593763908156872,False,True,False,False,True,True,False,False
1276,0,28,15392.91,-2.3137261609881854,7,0,0,1.230098373478799,1.1645710540463416,1.48017501008963,False,False,True,False,False,False,False,True
2746,1,36,68597.31,-0.46034839602241723,10,1,0,0.7327718064815258,-1.8669750435678607,0.7286868384199204,False,False,False,False,False,False,False,True
18540,3,36,3686.27,1.531283710360922,10,2,1,0.7986332048167639,0.05503799899080375,1.0015442474674594,True,False,True,False,False,False,False,False
34135,0,23,62214.19,0.9034808294202155,13,2,0,-1.0402844377126275,0.2290583813905824,-1.0956859016988185,False,False,False,True,False,False,False,True
82257,0,26,37627.29,-0.981203070557317,11,1,1,0.5215232310702367,-0.2944838696174182,0.5974008543027615,False,False,False,False,False,False,False,True
4004,1,76,28125.61,-1.2825989260372472,8,2,0,-0.6949163625796251,0.5791601161125732,-0.7758481986173903,False,False,True,True,False,False,False,False
106,1,63,45907.32,-0.3866308036083599,13,0,2,1.060334964384776,0.22921673840157164,0.9691022468941655,False,True,False,True,False,False,False,True
271,1,50,22476.44,1.7940841348567036,7,2,0,0.6054708064870894,-0.003528478499923079,0.543641970019167,True,False,False,False,True,True,False,False
8685,1,87,40921.71,0.5148205919130185,13,1,2,-1.0862479458869594,-0.9938416194715349,-1.0758996073000264,False,False,False,False,False,False,False,False
2405,0,44,28020.92,-0.28000250360886453,14,1,1,-1.019554297002732,-0.7600511531463281,-0.9654893846348863,False,False,True,False,False,False,True,False
1544,0,40,35939.16,-0.976785539446633,8,1,0,-1.074420050001172,-1.0517866854209033,-1.0382156890247107,False,False,False,False,False,False,True,False
241,1,89,26110.4,0.17196039353407816,12,0,0,1.3961059783656928,-0.5281699134665545,1.4132649489916713,False,False,False,False,False,False,False,True
208,1,80,8774.81,0.9426996074460735,13,0,0,1.2210051747721022,-0.0038871105542223226,1.1129834559612983,False,False,False,True,False,False,False,False
33014,4,37,7588.08,-1.2031485570563052,12,1,0,-1.1990644548236244,0.22889536682044626,-1.2483048164013084,False,False,False,True,False,False,True,False
1393,0,72,32396.94,-1.0048150603106794,13,1,0,-1.2050970180485474,-0.23650850624580042,-1.3781984133359133,False,False,True,True,False,False,False,True
7934,2,63,27432.43,0.14131725782867177,12,1,0,-1.2075347368945781,-1.050701474139712,-1.3644475684160018,False,False,False,False,True,True,False,False
38524,6,62,29491.37,-0.02603714133445094,9,2,0,-1.2390116739665165,0.4621622303463757,-1.2767946841857705,False,False,False,True,False,False,True,False
3929,3,87,53591.84,-0.8113259862524305,9,1,1,-1.0084641295974879,1.629815382424017,-0.7985218545032015,False,False,False,False,False,False,False,True
31848,2,62,100171.6,-0.14487968299005036,15,0,1,-1.2245767693950365,-0.17838722154611558,-1.1220939886353234,False,True,True,False,False,False,False,True
75635,8,38,29220.86,-0.08169783170738515,12,1,0,1.212906615584563,-0.8182776288193426,1.1520651589469941,False,False,False,True,False,False,False,False
2168,1,46,24603.58,1.4362661311081446,15,3,1,0.8795817340788958,1.456285627304756,0.9169812720058356,False,False,True,True,False,False,True,False
471,0,28,18620.96,0.4805020575541498,10,1,0,1.2514089979141523,-0.2948192138759836,1.1259798761260094,False,False,False,True,False,True,False,False
27011,0,53,12101.41,-1.6136607241243128,15,2,0,0.5211469320886546,-0.004208482135347705,0.3869870655770853,True,False,False,True,False,False,False,True
2821,7,80,26569.28,1.7565365754523807,12,0,0,-1.2405155012234843,0.054743245360201656,-1.2301686427633427,True,False,True,True,False,False,False,True
463,2,65,45511.46,-1.5945805920335905,9,1,0,1.2722359174274511,-0.2948192138759836,1.1192907065192674,False,False,False,True,False,False,True,False
1012,0,67,12527.51,0.13606961327830755,14,2,0,-0.8094886028797343,0.05442240939837878,-0.8973755671978294,False,False,True,True,False,False,False,True
2634,3,76,9225.43,-0.17108512541630821,13,1,0,-0.9373637163684271,-0.5864499510697564,-1.0752198320854063,False,False,False,True,False,False,False,False
2053,3,26,53713.12,-0.9903407746561763,7,2,0,-1.1531168753284546,-0.0028274226971553734,-1.140246110758507,True,False,False,False,True,False,True,False
96,1,57,16649.73,-1.0676285417187301,11,2,0,0.900210103878295,-1.0512766826943347,0.6727022575943595,False,True,True,True,False,False,False,True
3769,2,27,60364.04,0.27577875932183366,11,2,1,-0.6027552582361367,1.1646548901109832,-0.5491034825573815,True,False,True,True,False,False,False,True
2172,0,73,27105.8,-0.8316397688477208,11,0,1,-1.0128705085289627,-0.12036102091641107,-1.222637409986925,False,False,False,True,False,True,False,False
9952,0,74,30213.21,-0.7017913714993533,11,0,1,-1.2146889936428082,-0.8193954430145611,-1.4284426089116633,True,False,False,True,False,True,False,False
1482,6,25,19091.9,-0.6603009891597708,12,0,0,0.6892557602335092,0.6944067596395954,0.6946157066531468,False,True,False,True,False,True,False,False
2476,2,64,168097.1,0.23230523617311652,12,0,0,-1.0024719108424118,0.4621627426778819,-1.1016214018180188,False,False,False,True,False,False,False,True
319,7,74,46946.24,-0.830121714155147,14,0,0,-0.6407296949855154,-0.41133350527597456,-0.47424802628589335,False,False,True,False,False,False,False,False
29210,0,62,34281.1,0.5897327592050141,9,0,0,-0.9255489543760288,-0.0031740382488559113,-0.8517291142436461,False,True,False,False,False,False,False,False
197,2,55,21594.91,0.39781028395631557,6,1,1,-0.7818860537370038,0.46146126769479134,-0.8272942747647848,False,False,False,True,False,False,True,False
4709,3,44,46926.44,-1.1865759266503477,11,1,0,1.0680980691033066,-0.2944582530421109,0.9584270231692043,False,True,False,False,True,False,True,False
21462,1,21,20057.8,-0.8799553812488511,14,1,2,-1.213968541823799,1.1645710540463416,-0.9184905554704896,False,False,True,False,False,False,False,True
51045,4,81,42530.46,-0.16436877106447167,14,5,0,-1.1953586095064124,0.9319003580911953,-0.9741971878214771,False,False,False,False,False,False,False,False
268,3,81,51471.68,-0.4527613720290336,18,3,1,0.8366405365263618,-0.5861169355907644,0.8682684222906075,False,False,False,False,False,False,False,True
